# cc_oracle arch=arm64
# cols: frame |sn|_sep |sn|_fma |pn|_sep |pn|_fma cov_sep cov_fma cov_dump sa_sep sa_fma sa_dump pa_sep pa_fma pa_dump flags
F 1374 3f800000 3f800000 3f7fffff 3f7fffff 3f7fffff 3f7fffff 3f7fffff 3f7fdd0c 3f7fdd0c 3f7fdd0c 3f7fdcdf 3f7fdcdf 3f7fdcdf -
F 1375 3f800000 3f800000 3f7fffff 3f800000 3f800001 3f800001 3f800001 3f549e8e 3f549e8e 3f549e8e 3f54a13e 3f54a13e 3f54a13e FMA_SENS 
F 1376 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f549f97 3f800000 3f800000 3f54a13e -
F 1377 3f800000 3f800000 3f7ffffe 3f7ffffe 3f7fec10 3f7fec10 3f7fec10 be33e382 be33e382 be33e382 be4c9740 be4c9740 be4c9740 -
F 1372 3f7fffff 3f7fffff 3f7fffff 3f7ffffe 3f7ffffe 3f7ffffe 3f7ffffe 3f7fc2cc 3f7fc2cc 3f7fc2cc 3f7fc2a3 3f7fc2a3 3f7fc2a3 FMA_SENS 
F 1373 3f800000 3f800000 3f7fffff 3f7fffff 3f7fffff 3f7fffff 3f7fffff 3f7fdd0c 3f7fdd0c 3f7fdd0c 3f7fdcdf 3f7fdcdf 3f7fdcdf -
F 1374 3f800000 3f800000 3f7fffff 3f7fffff 3f7fffff 3f7fffff 3f7fffff 3f7fdd0c 3f7fdd0c 3f7fdd0c 3f7fdcdf 3f7fdcdf 3f7fdcdf -
F 1375 3f800000 3f800000 3f7fffff 3f800000 3f800001 3f800001 3f800001 3f549e8e 3f549e8e 3f549e8e 3f54a13e 3f54a13e 3f54a13e FMA_SENS 
F 1376 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f549f97 3f800000 3f800000 3f54a13e -
F 1377 3f800000 3f800000 3f7ffffe 3f7ffffe 3f7fec10 3f7fec10 3f7fec10 be33e382 be33e382 be33e382 be4c9740 be4c9740 be4c9740 -
F 1378 3f7fffff 3f7fffff 3f7ffffe 3f7ffffe 3f7ffffe 3f7ffffe 3f7ffffe be4c9444 be4c9444 be4c9444 be4c9740 be4c9740 be4c9740 -
F 1379 3f800000 3f800000 3f7ffffe 3f7ffffe 3f7ee606 3f7ee606 3f7ee606 bdde46e7 bdde46e7 bdde46e7 be4c9740 be4c9740 be4c9740 -
F 1380 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 3f67b1e7 3f67b1e7 3f67b1e7 3f67afce 3f67afce 3f67afce -
F 1375 3f800000 3f800000 3f7fffff 3f800000 3f800001 3f800001 3f800001 3f549e8e 3f549e8e 3f549e8e 3f54a13e 3f54a13e 3f54a13e FMA_SENS 
F 1376 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f549f97 3f800000 3f800000 3f54a13e -
F 1377 3f800000 3f800000 3f7ffffe 3f7ffffe 3f7fec10 3f7fec10 3f7fec10 be33e382 be33e382 be33e382 be4c9740 be4c9740 be4c9740 -
F 1378 3f7fffff 3f7fffff 3f7ffffe 3f7ffffe 3f7ffffe 3f7ffffe 3f7ffffe be4c9444 be4c9444 be4c9444 be4c9740 be4c9740 be4c9740 -
F 1379 3f800000 3f800000 3f7ffffe 3f7ffffe 3f7ee606 3f7ee606 3f7ee606 bdde46e7 bdde46e7 bdde46e7 be4c9740 be4c9740 be4c9740 -
F 1380 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 3f67b1e7 3f67b1e7 3f67b1e7 3f67afce 3f67afce 3f67afce -
F 1381 3f800000 3f800000 3f7fffff 3f7ffffe 3f7fffff 3f7fffff 3f7fffff 3f556159 3f556159 3f556159 3f5561c9 3f5561c9 3f5561c9 FMA_SENS 
F 1382 3f800000 3f800000 3f800000 3f800000 3f75f307 3f75f307 3f75f307 bd85001b bd85001b bd85001b bd84eb8c bd84eb8c bd84eb8c -
F 1383 3f800000 3f800000 3f7fffff 3f7ffffe 3f7fffff 3f7fffff 3f7fffff 3f5561c3 3f5561c3 3f5561c3 3f5561c9 3f5561c9 3f5561c9 FMA_SENS 
F 1378 3f7fffff 3f7fffff 3f7ffffe 3f7ffffe 3f7ffffe 3f7ffffe 3f7ffffe be4c9444 be4c9444 be4c9444 be4c9740 be4c9740 be4c9740 -
F 1379 3f800000 3f800000 3f7ffffe 3f7ffffe 3f7ee606 3f7ee606 3f7ee606 bdde46e7 bdde46e7 bdde46e7 be4c9740 be4c9740 be4c9740 -
F 1380 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 3f67b1e7 3f67b1e7 3f67b1e7 3f67afce 3f67afce 3f67afce -
F 1381 3f800000 3f800000 3f7fffff 3f7ffffe 3f7fffff 3f7fffff 3f7fffff 3f556159 3f556159 3f556159 3f5561c9 3f5561c9 3f5561c9 FMA_SENS 
F 1382 3f800000 3f800000 3f800000 3f800000 3f75f307 3f75f307 3f75f307 bd85001b bd85001b bd85001b bd84eb8c bd84eb8c bd84eb8c -
F 1383 3f800000 3f800000 3f7fffff 3f7ffffe 3f7fffff 3f7fffff 3f7fffff 3f5561c3 3f5561c3 3f5561c3 3f5561c9 3f5561c9 3f5561c9 FMA_SENS 
F 1384 3f7ffffe 3f7ffffe 3f800000 3f7fffff 3f7ffffe 3f7fffff 3f7ffffe bd80d43f bd80d43f bd80d43f bd80d1cb bd80d1cb bd80d1cb FMA_SENS 
F 1385 3f800000 3f800000 3f800000 3f7fffff 3f7ffffe 3f7fffff 3f7ffffe bd80cc23 bd80cc23 bd80cc23 bd80d1cb bd80d1cb bd80d1cb FMA_SENS 
F 1386 3f800000 3f7fffff 3f800000 3f7fffff 3f7fffff 3f7fffff 3f7fffff bd80d38a bd80d38a bd80d38a bd80d1cb bd80d1cb bd80d1cb FMA_SENS 
F 1381 3f800000 3f800000 3f7fffff 3f7ffffe 3f7fffff 3f7fffff 3f7fffff 3f556159 3f556159 3f556159 3f5561c9 3f5561c9 3f5561c9 FMA_SENS 
F 1382 3f800000 3f800000 3f800000 3f800000 3f75f307 3f75f307 3f75f307 bd85001b bd85001b bd85001b bd84eb8c bd84eb8c bd84eb8c -
F 1383 3f800000 3f800000 3f7fffff 3f7ffffe 3f7fffff 3f7fffff 3f7fffff 3f5561c3 3f5561c3 3f5561c3 3f5561c9 3f5561c9 3f5561c9 FMA_SENS 
F 1384 3f7ffffe 3f7ffffe 3f800000 3f7fffff 3f7ffffe 3f7fffff 3f7ffffe bd80d43f bd80d43f bd80d43f bd80d1cb bd80d1cb bd80d1cb FMA_SENS 
F 1385 3f800000 3f800000 3f800000 3f7fffff 3f7ffffe 3f7fffff 3f7ffffe bd80cc23 bd80cc23 bd80cc23 bd80d1cb bd80d1cb bd80d1cb FMA_SENS 
F 1386 3f800000 3f7fffff 3f800000 3f7fffff 3f7fffff 3f7fffff 3f7fffff bd80d38a bd80d38a bd80d38a bd80d1cb bd80d1cb bd80d1cb FMA_SENS 
F 1387 3f7ffffe 3f7ffffe 3f800000 3f7fffff 3f7ffffe 3f7ffffe 3f7ffffe bd80d2d3 bd80d2d3 bd80d2d3 bd80d1cb bd80d1cb bd80d1cb FMA_SENS 
F 1388 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 bd80d43f 3f800000 3f800000 bd80d1cb -
F 1389 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f800000 3f800000 3cb1be86 3cb1be86 3cb1be86 3cb1be85 3cb1be85 3cb1be85 -
F 1384 3f7ffffe 3f7ffffe 3f800000 3f7fffff 3f7ffffe 3f7fffff 3f7ffffe bd80d43f bd80d43f bd80d43f bd80d1cb bd80d1cb bd80d1cb FMA_SENS 
F 1385 3f800000 3f800000 3f800000 3f7fffff 3f7ffffe 3f7fffff 3f7ffffe bd80cc23 bd80cc23 bd80cc23 bd80d1cb bd80d1cb bd80d1cb FMA_SENS 
F 1386 3f800000 3f7fffff 3f800000 3f7fffff 3f7fffff 3f7fffff 3f7fffff bd80d38a bd80d38a bd80d38a bd80d1cb bd80d1cb bd80d1cb FMA_SENS 
F 1387 3f7ffffe 3f7ffffe 3f800000 3f7fffff 3f7ffffe 3f7ffffe 3f7ffffe bd80d2d3 bd80d2d3 bd80d2d3 bd80d1cb bd80d1cb bd80d1cb FMA_SENS 
F 1388 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 bd80d43f 3f800000 3f800000 bd80d1cb -
F 1389 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f800000 3f800000 3cb1be86 3cb1be86 3cb1be86 3cb1be85 3cb1be85 3cb1be85 -
F 1390 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 3cb1bbab 3cb1bbab 3cb1bbab 3cb1be85 3cb1be85 3cb1be85 -
F 1391 3f800000 3f800000 3f800000 3f800000 3f7f3e4e 3f7f3e4d 3f7f3e4e 3dbec429 3dbec429 3dbec429 3cb1be85 3cb1be85 3cb1be85 FMA_SENS 
F 1392 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3dbec429 3f800000 3f800000 3cb1be85 -
F 1387 3f7ffffe 3f7ffffe 3f800000 3f7fffff 3f7ffffe 3f7ffffe 3f7ffffe bd80d2d3 bd80d2d3 bd80d2d3 bd80d1cb bd80d1cb bd80d1cb FMA_SENS 
F 1388 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 bd80d43f 3f800000 3f800000 bd80d1cb -
F 1389 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f800000 3f800000 3cb1be86 3cb1be86 3cb1be86 3cb1be85 3cb1be85 3cb1be85 -
F 1390 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 3cb1bbab 3cb1bbab 3cb1bbab 3cb1be85 3cb1be85 3cb1be85 -
F 1391 3f800000 3f800000 3f800000 3f800000 3f7f3e4e 3f7f3e4d 3f7f3e4e 3dbec429 3dbec429 3dbec429 3cb1be85 3cb1be85 3cb1be85 FMA_SENS 
F 1392 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3dbec429 3f800000 3f800000 3cb1be85 -
F 1393 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3dbec429 3f800000 3f800000 3cb1be85 -
F 1394 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3dbec429 3f800000 3f800000 3cb1be85 -
F 1395 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3dbec429 3f800000 3f800000 3cb1be85 -
F 1390 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 3cb1bbab 3cb1bbab 3cb1bbab 3cb1be85 3cb1be85 3cb1be85 -
F 1391 3f800000 3f800000 3f800000 3f800000 3f7f3e4e 3f7f3e4d 3f7f3e4e 3dbec429 3dbec429 3dbec429 3cb1be85 3cb1be85 3cb1be85 FMA_SENS 
F 1392 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3dbec429 3f800000 3f800000 3cb1be85 -
F 1393 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3dbec429 3f800000 3f800000 3cb1be85 -
F 1394 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3dbec429 3f800000 3f800000 3cb1be85 -
F 1395 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3dbec429 3f800000 3f800000 3cb1be85 -
F 1396 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f687035 3f800000 3f800000 3f52b978 -
F 1397 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f7af99a 3f800000 3f800000 3f52b978 -
F 1398 3f800000 3f800000 3f800000 3f800000 3f800000 3f800001 3f800000 3f70bd35 3f70bd35 3f70bd35 3f70bf2b 3f70bf2b 3f70bf2b FMA_SENS 
F 1393 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3dbec429 3f800000 3f800000 3cb1be85 -
F 1394 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3dbec429 3f800000 3f800000 3cb1be85 -
F 1395 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3dbec429 3f800000 3f800000 3cb1be85 -
F 1396 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f687035 3f800000 3f800000 3f52b978 -
F 1397 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f7af99a 3f800000 3f800000 3f52b978 -
F 1398 3f800000 3f800000 3f800000 3f800000 3f800000 3f800001 3f800000 3f70bd35 3f70bd35 3f70bd35 3f70bf2b 3f70bf2b 3f70bf2b FMA_SENS 
F 1399 3f800000 3f800000 3f800000 3f800000 3f800000 3f800001 3f800000 3f70bd35 3f70bd35 3f70bd35 3f70bf2b 3f70bf2b 3f70bf2b FMA_SENS 
F 1400 3f800000 3f7fffff 3f800000 3f800000 3f800000 3f800000 3f800000 3f70bebc 3f70bebc 3f70bebc 3f70bf2b 3f70bf2b 3f70bf2b FMA_SENS 
F 1401 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f70bebc 3f800000 3f800000 3f70bf2b -
F 1396 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f687035 3f800000 3f800000 3f52b978 -
F 1397 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f7af99a 3f800000 3f800000 3f52b978 -
F 1398 3f800000 3f800000 3f800000 3f800000 3f800000 3f800001 3f800000 3f70bd35 3f70bd35 3f70bd35 3f70bf2b 3f70bf2b 3f70bf2b FMA_SENS 
F 1399 3f800000 3f800000 3f800000 3f800000 3f800000 3f800001 3f800000 3f70bd35 3f70bd35 3f70bd35 3f70bf2b 3f70bf2b 3f70bf2b FMA_SENS 
F 1400 3f800000 3f7fffff 3f800000 3f800000 3f800000 3f800000 3f800000 3f70bebc 3f70bebc 3f70bebc 3f70bf2b 3f70bf2b 3f70bf2b FMA_SENS 
F 1401 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f70bebc 3f800000 3f800000 3f70bf2b -
F 1402 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f70bebc 3f800000 3f800000 3f70bf2b -
F 1403 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f70bebc 3f800000 3f800000 3f70bf2b -
F 1404 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f70bebc 3f800000 3f800000 3f70bf2b -
F 1414 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f70bebc 3f800000 3f800000 3f70bf2b -
F 1415 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f70bebc 3f800000 3f800000 3f70bf2b -
F 1416 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f70bebc 3f800000 3f800000 3f70bf2b -
F 1417 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f70bebc 3f800000 3f800000 3f70bf2b -
F 1418 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f70bebc 3f800000 3f800000 3f70bf2b -
F 1419 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f70bebc 3f800000 3f800000 3f70bf2b -
F 1420 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f70bebc 3f800000 3f800000 3f70bf2b -
F 1421 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f70bebc 3f800000 3f800000 3f70bf2b -
F 1422 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f70bebc 3f800000 3f800000 3f70bf2b -
F 1417 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f70bebc 3f800000 3f800000 3f70bf2b -
F 1418 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f70bebc 3f800000 3f800000 3f70bf2b -
F 1419 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f70bebc 3f800000 3f800000 3f70bf2b -
F 1420 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f70bebc 3f800000 3f800000 3f70bf2b -
F 1421 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f70bebc 3f800000 3f800000 3f70bf2b -
F 1422 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f70bebc 3f800000 3f800000 3f70bf2b -
F 1423 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f70bebc 3f800000 3f800000 3f70bf2b -
F 1424 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f70bebc 3f800000 3f800000 3f70bf2b -
F 1425 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f70bebc 3f800000 3f800000 3f70bf2b -
F 1420 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f70bebc 3f800000 3f800000 3f70bf2b -
F 1421 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f70bebc 3f800000 3f800000 3f70bf2b -
F 1422 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f70bebc 3f800000 3f800000 3f70bf2b -
F 1423 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f70bebc 3f800000 3f800000 3f70bf2b -
F 1424 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f70bebc 3f800000 3f800000 3f70bf2b -
F 1425 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f70bebc 3f800000 3f800000 3f70bf2b -
F 1426 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f70bebc 3f800000 3f800000 3f70bf2b -
F 1427 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f70bebc 3f800000 3f800000 3f70bf2b -
F 1428 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f70bebc 3f800000 3f800000 3f70bf2b -
F 1423 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f70bebc 3f800000 3f800000 3f70bf2b -
F 1424 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f70bebc 3f800000 3f800000 3f70bf2b -
F 1425 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f70bebc 3f800000 3f800000 3f70bf2b -
F 1426 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f70bebc 3f800000 3f800000 3f70bf2b -
F 1427 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f70bebc 3f800000 3f800000 3f70bf2b -
F 1428 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f70bebc 3f800000 3f800000 3f70bf2b -
F 1429 3f800000 3f800000 3f800000 3f800000 3f800001 3f800001 3f800001 3f7ff9ff 3f7ff9ff 3f7ff9ff 3f7ff9f2 3f7ff9f2 3f7ff9f2 -
F 1430 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f800000 3f800000 3f7ff9fd 3f7ff9fd 3f7ff9fd 3f7ff9f2 3f7ff9f2 3f7ff9f2 -
F 1431 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f800000 3f800000 3f7ff9fd 3f7ff9fd 3f7ff9fd 3f7ff9f2 3f7ff9f2 3f7ff9f2 -
F 1426 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f70bebc 3f800000 3f800000 3f70bf2b -
F 1427 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f70bebc 3f800000 3f800000 3f70bf2b -
F 1428 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f70bebc 3f800000 3f800000 3f70bf2b -
F 1429 3f800000 3f800000 3f800000 3f800000 3f800001 3f800001 3f800001 3f7ff9ff 3f7ff9ff 3f7ff9ff 3f7ff9f2 3f7ff9f2 3f7ff9f2 -
F 1430 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f800000 3f800000 3f7ff9fd 3f7ff9fd 3f7ff9fd 3f7ff9f2 3f7ff9f2 3f7ff9f2 -
F 1431 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f800000 3f800000 3f7ff9fd 3f7ff9fd 3f7ff9fd 3f7ff9f2 3f7ff9f2 3f7ff9f2 -
F 1432 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f800000 3f800000 3f7ff9fd 3f7ff9fd 3f7ff9fd 3f7ff9f2 3f7ff9f2 3f7ff9f2 -
F 1433 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f800000 3f800000 3f7ff9fd 3f7ff9fd 3f7ff9fd 3f7ff9f2 3f7ff9f2 3f7ff9f2 -
F 1434 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f800000 3f800000 3f7ff9fd 3f7ff9fd 3f7ff9fd 3f7ff9f2 3f7ff9f2 3f7ff9f2 -
F 1429 3f800000 3f800000 3f800000 3f800000 3f800001 3f800001 3f800001 3f7ff9ff 3f7ff9ff 3f7ff9ff 3f7ff9f2 3f7ff9f2 3f7ff9f2 -
F 1430 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f800000 3f800000 3f7ff9fd 3f7ff9fd 3f7ff9fd 3f7ff9f2 3f7ff9f2 3f7ff9f2 -
F 1431 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f800000 3f800000 3f7ff9fd 3f7ff9fd 3f7ff9fd 3f7ff9f2 3f7ff9f2 3f7ff9f2 -
F 1432 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f800000 3f800000 3f7ff9fd 3f7ff9fd 3f7ff9fd 3f7ff9f2 3f7ff9f2 3f7ff9f2 -
F 1433 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f800000 3f800000 3f7ff9fd 3f7ff9fd 3f7ff9fd 3f7ff9f2 3f7ff9f2 3f7ff9f2 -
F 1434 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f800000 3f800000 3f7ff9fd 3f7ff9fd 3f7ff9fd 3f7ff9f2 3f7ff9f2 3f7ff9f2 -
F 1435 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f800000 3f800000 3f7ff9fd 3f7ff9fd 3f7ff9fd 3f7ff9f2 3f7ff9f2 3f7ff9f2 -
F 1436 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f800000 3f800000 3f7ff9fd 3f7ff9fd 3f7ff9fd 3f7ff9f2 3f7ff9f2 3f7ff9f2 -
F 1437 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f7ff9ff 3f800000 3f800000 3f7ff9f2 -
F 1432 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f800000 3f800000 3f7ff9fd 3f7ff9fd 3f7ff9fd 3f7ff9f2 3f7ff9f2 3f7ff9f2 -
F 1433 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f800000 3f800000 3f7ff9fd 3f7ff9fd 3f7ff9fd 3f7ff9f2 3f7ff9f2 3f7ff9f2 -
F 1434 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f800000 3f800000 3f7ff9fd 3f7ff9fd 3f7ff9fd 3f7ff9f2 3f7ff9f2 3f7ff9f2 -
F 1435 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f800000 3f800000 3f7ff9fd 3f7ff9fd 3f7ff9fd 3f7ff9f2 3f7ff9f2 3f7ff9f2 -
F 1436 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f800000 3f800000 3f7ff9fd 3f7ff9fd 3f7ff9fd 3f7ff9f2 3f7ff9f2 3f7ff9f2 -
F 1437 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f7ff9ff 3f800000 3f800000 3f7ff9f2 -
F 1438 3f7fffff 3f7fffff 3f7fffff 3f7fffff 3f7fffff 3f7fffff 3f7fffff 3f7f97b2 3f7f97b2 3f7f97b2 3f7f974b 3f7f974b 3f7f974b -
F 1439 3f800000 3f800000 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f7fbe81 3f7fbe81 3f7fbe81 3f7fbe8f 3f7fbe8f 3f7fbe8f -
F 1440 3f800000 3f800000 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f7fbe81 3f7fbe81 3f7fbe81 3f7fbe8f 3f7fbe8f 3f7fbe8f -
F 1435 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f800000 3f800000 3f7ff9fd 3f7ff9fd 3f7ff9fd 3f7ff9f2 3f7ff9f2 3f7ff9f2 -
F 1436 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f800000 3f800000 3f7ff9fd 3f7ff9fd 3f7ff9fd 3f7ff9f2 3f7ff9f2 3f7ff9f2 -
F 1437 3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 00000000 3f800000 3f800000 3f7ff9ff 3f800000 3f800000 3f7ff9f2 -
F 1438 3f7fffff 3f7fffff 3f7fffff 3f7fffff 3f7fffff 3f7fffff 3f7fffff 3f7f97b2 3f7f97b2 3f7f97b2 3f7f974b 3f7f974b 3f7f974b -
F 1439 3f800000 3f800000 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f7fbe81 3f7fbe81 3f7fbe81 3f7fbe8f 3f7fbe8f 3f7fbe8f -
F 1440 3f800000 3f800000 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f7fbe81 3f7fbe81 3f7fbe81 3f7fbe8f 3f7fbe8f 3f7fbe8f -
F 1441 3f800000 3f800000 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f7fbe81 3f7fbe81 3f7fbe81 3f7fbe8f 3f7fbe8f 3f7fbe8f -
F 1442 3f800000 3f800000 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f7fbe81 3f7fbe81 3f7fbe81 3f7fbe8f 3f7fbe8f 3f7fbe8f -
F 1443 3f800000 3f800000 3f7ffffe 3f7fffff 3f7fffff 3f7fffff 3f7fffff 3f7f94f6 3f7f94f6 3f7f94f6 3f7f9487 3f7f9487 3f7f9487 FMA_SENS 
F 1438 3f7fffff 3f7fffff 3f7fffff 3f7fffff 3f7fffff 3f7fffff 3f7fffff 3f7f97b2 3f7f97b2 3f7f97b2 3f7f974b 3f7f974b 3f7f974b -
F 1439 3f800000 3f800000 3f7fffff 3f7fffff 3f800000 3f800000 3f800000 3f7fbe81 3f7fbe81 3f7fbe81 3f7fbe8f 3f7fbe8f 3f7fbe8f -
