banc,shader,contact,wind,vertex,clip_x,clip_y,clip_z,clip_w,pre_x,pre_y,pre_z,post_x,post_y,post_z
synthetic,etie_base,0,1,11,-45.196598052978516,92.96196746826172,-5.899229049682617,5.899287223815918,511.41107177734375,1670.0,489.9287109375,511.41107177734375,1670.0,489.9287109375
synthetic,etie_base,1,0,0,24.880491256713867,-56.84846115112305,3.1288154125213623,-3.1288647651672363,100.0,-200.0,150.0,-38.50918197631836,-40.887786865234375,-412.886474609375
synthetic,etie_base,1,0,1,-15.111363410949707,35.632728576660156,-1.9456590414047241,1.945670247077942,137.0,-30.0,179.0,116.22362518310547,-6.133167743682861,94.56702423095703
synthetic,etie_base,1,0,2,-55.103214263916016,128.11392211914062,-7.020133018493652,7.020205020904541,174.0,140.0,208.0,270.9564208984375,28.621448516845703,602.0205078125
synthetic,etie_base,1,0,3,-95.0950698852539,220.59510803222656,-12.094608306884766,12.09473991394043,211.0,310.0,237.0,425.6892395019531,63.376068115234375,1109.4739990234375
synthetic,etie_base,1,0,4,-135.08692932128906,313.0762939453125,-17.169082641601562,17.169275283813477,248.0,480.0,266.0,580.4220581054688,98.13068389892578,1616.9276123046875
synthetic,etie_base,1,0,5,-175.07879638671875,405.5575256347656,-22.24355697631836,22.243810653686523,285.0,650.0,295.0,735.1548461914062,132.8852996826172,2124.381103515625
synthetic,etie_base,1,0,6,-215.07064819335938,498.0386962890625,-27.318031311035156,27.31834602355957,322.0,820.0,324.0,889.8876953125,167.63992309570312,2631.834716796875
synthetic,etie_base,1,0,7,-255.06253051757812,590.5198974609375,-32.39250946044922,32.39288330078125,359.0,990.0,353.0,1044.6204833984375,202.39453125,3139.288330078125
synthetic,etie_base,1,0,8,-295.0543518066406,683.0010986328125,-37.46697998046875,37.46741485595703,396.0,1160.0,382.0,1199.353271484375,237.14915466308594,3646.74169921875
synthetic,etie_base,1,0,9,-335.0462341308594,775.4823608398438,-42.54145812988281,42.541954040527344,433.0,1330.0,411.0,1354.0860595703125,271.9037780761719,4154.1953125
synthetic,etie_base,1,0,10,-375.0380859375,867.9635620117188,-47.61593246459961,47.61648941040039,470.0,1500.0,440.0,1508.8189697265625,306.65838623046875,4661.64892578125
synthetic,etie_base,1,0,11,-415.0299377441406,960.4447021484375,-52.690406799316406,52.69102096557617,507.0,1670.0,469.0,1663.5517578125,341.4129943847656,5169.10205078125
synthetic,etie_base,1,1,0,23.21806526184082,-53.00891876220703,2.9188430309295654,-2.9188897609710693,104.44776916503906,-200.0,170.9975128173828,-34.0614128112793,-40.887786865234375,-391.88897705078125
synthetic,etie_base,1,1,1,-16.773313522338867,39.47115707397461,-2.1555702686309814,2.1555840969085693,141.44447326660156,-30.0,199.99139404296875,120.66809844970703,-6.133167743682861,115.55841827392578
synthetic,etie_base,1,1,2,-56.76466369628906,131.951171875,-7.22998046875,7.2300543785095215,178.44107055664062,140.0,228.98489379882812,275.3974914550781,28.621448516845703,623.0054321289062
synthetic,etie_base,1,1,3,-96.75603485107422,224.43121337890625,-12.304391860961914,12.304527282714844,215.43772888183594,310.0,257.9786682128906,430.126953125,63.376068115234375,1130.4527587890625
synthetic,etie_base,1,1,4,-136.74740600585938,316.9112854003906,-17.37880516052246,17.378999710083008,252.4344024658203,480.0,286.972412109375,584.8564453125,98.13068389892578,1637.9000244140625
synthetic,etie_base,1,1,5,-176.73878479003906,409.391357421875,-22.453218460083008,22.453474044799805,289.43109130859375,650.0,315.9661865234375,739.5859375,132.8852996826172,2145.347412109375
synthetic,etie_base,1,1,6,-216.7301483154297,501.8714294433594,-27.527629852294922,27.52794647216797,326.427734375,820.0,344.9599304199219,894.3154296875,167.63992309570312,2652.794677734375
synthetic,etie_base,1,1,7,-256.72149658203125,594.3513793945312,-32.6020393371582,32.6024169921875,363.4244079589844,990.0,373.9537048339844,1049.044921875,202.39453125,3160.241943359375
synthetic,etie_base,1,1,8,-296.712890625,686.8314819335938,-37.67645263671875,37.6768913269043,400.42108154296875,1160.0,402.94744873046875,1203.7744140625,237.14915466308594,3667.689208984375
synthetic,etie_base,1,1,9,-336.7042541503906,779.3114624023438,-42.7508659362793,42.75136184692383,437.417724609375,1330.0,431.9411315917969,1358.5037841796875,271.9037780761719,4175.13623046875
synthetic,etie_base,1,1,10,-376.6956481933594,871.7916870117188,-47.82528305053711,47.82583999633789,474.4144287109375,1500.0,460.9349670410156,1513.2333984375,306.65838623046875,4682.583984375
synthetic,etie_base,1,1,11,-416.6869812011719,964.2716674804688,-52.899688720703125,52.900306701660156,511.41107177734375,1670.0,489.9287109375,1667.9627685546875,341.4129943847656,5190.03076171875
