idx,p0x,p0y,p0z,e1x,e1y,e1z,e2x,e2y,e2z,nx,ny,nz,flags,area_m2
1313,-4884609.500,91453.898,3470270.500,640.000,-1600.031,-382.500,4672.500,-1087.523,8065.000,0.808126,0.421579,-0.411344,2,0.4912
1314,-4858816.500,88383.852,3488510.750,4927.500,3327.547,3967.500,5502.500,1280.016,3392.500,0.429790,0.353966,-0.830656,2,0.4306
1315,-4904450.000,103551.578,3505791.000,-575.000,-897.516,6975.000,-1087.500,320.008,6847.500,0.909550,0.396052,0.125943,2,0.2745
1316,-4905025.000,102654.062,3512766.000,-512.500,1217.523,-127.500,575.000,-3135.047,6977.750,0.912970,0.395009,0.102241,2,0.2643
1317,-4915650.000,101821.555,3528638.750,-5760.000,-510.008,5440.250,-6080.000,832.508,4992.750,0.618041,0.377223,0.689730,2,0.3412
1318,-4921410.000,101311.547,3534079.000,-320.000,1342.516,-447.500,-6782.500,-1280.023,4160.000,0.431809,0.376180,0.819774,2,0.3459
1319,-4893952.000,99646.523,3480318.000,-1280.000,1472.516,127.500,-2945.000,1600.023,5825.250,0.747492,0.632077,0.204288,16,0.3339
1320,-4895232.000,101119.039,3480445.500,-1665.000,127.508,5697.750,-2370.000,1535.023,5185.250,0.833173,0.501884,0.232239,16,0.2892
1321,-4896897.000,101246.547,3486143.250,-705.000,1407.516,-512.500,-3968.000,65.000,6142.500,0.717029,0.525778,0.457631,2,0.3607
1322,-4901442.500,103741.586,3491903.250,-2047.500,130.000,7935.250,-3262.500,1410.016,7615.250,0.693782,0.700427,0.167539,16,0.4381
1323,-4903490.000,103871.586,3499838.500,-1215.000,1280.016,-320.000,-960.000,-320.008,5952.500,0.698033,0.700132,0.150216,16,0.3209
1324,-4904705.000,105151.602,3499518.500,255.000,-1600.023,6272.500,-1727.500,575.008,6080.000,0.725229,0.673631,0.142350,16,0.5480
1325,-4904450.000,103551.578,3505791.000,-1982.500,2175.031,-192.500,-1087.500,320.008,6847.500,0.732650,0.675302,0.084798,16,0.6083
1326,-4906432.500,105726.609,3505598.500,895.000,-1855.023,7040.000,-512.500,-575.008,6847.500,0.660181,0.742743,0.111782,16,0.3907
1327,-4905537.500,103871.586,3512638.500,-1407.500,1280.016,-192.500,640.000,-2050.031,6785.250,0.651628,0.740950,0.162401,16,0.3792
1328,-4906945.000,105151.602,3512446.000,2047.500,-3330.047,6977.750,1022.500,-960.016,6465.250,0.921063,0.379015,-0.089390,2,0.4799
1329,-4904897.500,101821.555,3519423.750,-1025.000,2370.031,-512.500,-3327.500,770.008,5760.000,0.803535,0.435310,0.406002,2,0.5210
1330,-4905922.500,104191.586,3518911.250,-2302.500,-1600.023,6272.500,-3390.000,-192.500,4992.500,0.525948,0.757706,0.386344,16,0.3842
1331,-4908225.000,102591.562,3525183.750,-1087.500,1407.523,-1280.000,-7425.000,-770.008,3455.000,0.217323,0.743282,0.632694,16,0.5317
1332,-4909312.500,103999.086,3523903.750,-6337.500,-2177.531,4735.000,-8000.000,192.500,3135.000,0.286052,0.665847,0.689073,16,0.8062
1333,-4915650.000,101821.555,3528638.750,-1662.500,2370.031,-1600.000,-6080.000,832.508,4992.750,0.509364,0.697535,0.503977,16,0.7703
1334,-4917312.500,104191.586,3527038.750,-4417.500,-1537.523,6592.750,-5887.500,-192.500,5632.750,0.415793,0.783736,0.461383,16,0.5298
1335,-4921730.000,102654.062,3533631.500,-1470.000,1345.023,-960.000,-6720.000,-62.500,4287.500,0.341906,0.764110,0.547025,16,0.4974
1336,-4923200.000,103999.086,3532671.500,-5250.000,-1407.523,5247.500,-6400.000,-127.500,4415.000,0.383977,0.720517,0.577423,16,0.4304
1337,-4897602.000,101501.547,3471358.000,1410.000,-1407.523,-640.000,1537.500,-62.500,4225.000,0.636993,0.738547,-0.220880,16,0.2801
1338,-4896192.000,100094.023,3470718.000,127.500,1345.023,4865.000,1790.000,-255.000,4417.500,0.645291,0.731804,-0.219233,16,0.3317
1339,-4896064.500,101439.047,3475583.000,1662.500,-1600.023,-447.500,832.500,-320.008,4862.500,0.682106,0.728003,-0.068871,16,0.3462
1340,-4894402.000,99839.023,3475135.500,-830.000,1280.016,5310.000,450.000,-192.500,5182.500,0.752331,0.657514,-0.040903,16,0.3033
1341,-5028864.000,109311.664,3475903.000,1022.500,1407.523,192.500,-3970.500,0.000,6015.250,-0.689616,0.563229,-0.455196,16,0.3659
1342,-5027841.500,110719.188,3476095.500,-4993.000,-1407.523,5822.750,-3968.000,62.500,6720.250,-0.633458,0.673874,-0.380295,16,0.4621
1343,-5032834.500,109311.664,3481918.250,1025.000,1470.023,897.500,-6910.000,-1472.516,2305.000,-0.360890,0.656221,-0.662671,16,0.3890
1344,-5047042.000,110654.188,3486655.750,-7295.000,-1342.523,640.000,-7102.500,65.000,1280.000,-0.156641,0.426482,-0.890829,2,0.3349
1345,-5054337.000,109311.664,3487295.750,192.500,1407.523,640.000,-5760.000,-450.000,2687.500,-0.410006,0.423404,-0.807852,2,0.2959
1346,-5063552.500,110719.188,3494655.750,-5250.000,-3392.547,4670.250,-4160.000,-65.000,5440.250,-0.739484,0.372052,-0.561017,2,0.7316
1347,-5067712.500,110654.188,3500096.000,-6210.000,-1792.523,2047.500,-5825.000,0.000,3007.500,-0.397812,0.498085,-0.770491,2,0.4039
1348,-5073922.500,108861.664,3502143.500,385.000,1792.523,960.000,-5375.000,0.000,1280.000,-0.201198,0.495692,-0.844873,2,0.3399
1349,-5073537.500,110654.188,3503103.500,-5760.000,-1792.523,320.000,-5567.500,0.000,1280.000,-0.196656,0.479223,-0.855378,2,0.3477
1350,-5027841.500,110719.188,3476095.500,1087.500,1662.523,190.000,-3968.000,62.500,6720.250,-0.729628,0.527064,-0.435714,16,0.4559
1351,-5026754.000,112381.711,3476285.500,-5055.500,-1600.023,6530.250,-4095.500,65.008,7360.250,-0.697786,0.598504,-0.393558,16,0.5211
1352,-5031809.500,110781.688,3482815.750,960.000,1665.031,830.000,-7680.000,-127.500,2367.500,-0.255209,0.545197,-0.798517,2,0.4727
1353,-5030849.500,112446.719,3483645.750,-8640.000,-1792.531,1537.500,-8385.000,-255.008,2497.500,-0.254963,0.542190,-0.800640,2,0.4775
1354,-5039489.500,110654.188,3485183.250,255.000,1537.523,960.000,-7552.500,0.000,1472.500,-0.160846,0.541782,-0.824986,2,0.4195
1355,-5039234.500,112191.711,3486143.250,-7807.500,-1537.523,512.500,-7615.000,62.500,1342.500,-0.149564,0.469414,-0.870219,2,0.4177
1356,-5047042.000,110654.188,3486655.750,192.500,1600.023,830.000,-7102.500,65.000,1280.000,-0.152436,0.469482,-0.869684,2,0.3899
1357,-5046849.500,112254.211,3487485.750,-7295.000,-1535.023,450.000,-7040.000,65.000,1090.000,-0.137617,0.386682,-0.911887,2,0.3687
1358,-5054144.500,110719.188,3487935.750,255.000,1600.023,640.000,-5505.000,-65.000,2240.000,-0.350177,0.395450,-0.849115,2,0.3086
1359,-5059649.500,110654.188,3490175.750,577.500,1537.523,255.000,-3903.000,65.000,4480.000,-0.699448,0.364656,-0.614653,2,0.2928
1360,-5059072.000,112191.711,3490430.750,-4480.500,-1472.523,4225.000,-3330.000,127.500,4287.500,-0.674005,0.505680,-0.538521,2,0.3030
1361,-5063552.500,110719.188,3494655.750,1150.500,1600.023,62.500,-4160.000,-65.000,5440.250,-0.684950,0.512735,-0.517635,2,0.3789
1362,-5062402.000,112319.211,3494718.250,-5310.500,-1665.023,5377.750,-4030.500,-65.000,6145.250,-0.614906,0.681913,-0.396087,16,0.4790
1363,-5067712.500,110654.188,3500096.000,1280.000,1600.023,767.500,-5825.000,0.000,3007.500,-0.359422,0.621457,-0.696137,16,0.3990
1364,-5066432.500,112254.211,3500863.500,-7105.000,-1600.023,2240.000,-6530.000,-62.500,3135.000,-0.361107,0.566312,-0.740873,16,0.4024
1365,-5073537.500,110654.188,3503103.500,575.000,1537.523,895.000,-5567.500,0.000,1280.000,-0.187768,0.545635,-0.816716,2,0.3124
1366,-5072962.500,112191.711,3503998.500,-6142.500,-1537.523,385.000,-5822.500,0.000,1345.000,-0.188262,0.548045,-0.814987,2,0.3274
1367,-5010049.000,110591.688,3476223.000,3582.500,-1472.523,4607.500,2560.000,1022.516,4800.000,0.788506,0.361528,-0.497550,2,0.4452
1368,-5007489.000,111614.203,3481023.000,3967.500,-1662.523,3712.750,2815.000,767.508,4480.250,0.695295,0.494494,-0.521575,2,0.4414
1369,-5003521.500,109951.680,3484735.750,-1152.500,2430.031,767.500,3905.000,320.000,3200.000,0.534387,0.474394,-0.699558,2,0.4200
1370,-5004674.000,112381.711,3485503.250,5057.500,-2110.031,2432.500,4607.500,192.508,3262.500,0.524546,0.377582,-0.763075,2,0.4177
1371,-4999616.500,110271.680,3487935.750,-450.000,2302.539,830.000,5630.500,-320.000,1600.000,0.273170,0.373017,-0.886699,2,0.4309
1372,-4994496.000,112191.711,3489983.250,3710.000,-3010.047,4927.500,2750.000,-705.008,5247.500,0.832803,0.399974,-0.382701,2,0.4409
1373,-4990786.000,109181.664,3494910.750,-960.000,2305.039,320.000,832.500,-895.016,5185.250,0.916271,0.392622,-0.079339,2,0.3981
1374,-4991746.000,111486.703,3495230.750,1792.500,-3200.055,4865.250,705.000,-895.016,5825.250,0.896958,0.440219,-0.040917,2,0.4747
1375,-4989953.500,108286.648,3500096.000,-1087.500,2305.039,960.000,4032.500,-320.000,3775.000,0.600806,0.531966,-0.596694,2,0.4469
1376,-4985921.000,107966.648,3503871.000,-385.000,2432.539,832.500,5567.500,512.508,2240.000,0.321354,0.351755,-0.879204,2,0.4658
1377,-4980801.000,110846.688,3506558.500,4032.500,-1025.016,4800.000,3135.000,1215.023,5185.000,0.744084,0.391207,-0.541568,2,0.4465
1378,-4977666.000,112061.711,3511743.500,4865.000,-1022.516,3007.750,3905.000,1217.516,4160.250,0.518426,0.556310,-0.649425,16,0.4551
1379,-4972801.000,111039.195,3514751.250,-960.000,2240.031,1152.500,5182.500,382.508,3840.000,0.468576,0.554607,-0.687639,16,0.5190
1380,-4973761.000,113279.227,3515903.750,6142.500,-1857.523,2687.500,5887.500,382.508,3967.500,0.469377,0.477760,-0.742584,16,0.5332
1381,-4967618.500,111421.703,3518591.250,-255.000,2240.031,1280.000,7810.500,-127.508,4160.000,0.416945,0.486269,-0.767919,2,0.6777
1382,-4967873.500,113661.734,3519871.250,8065.500,-2367.539,2880.000,7360.500,-190.000,3647.500,0.411894,0.418630,-0.809378,2,0.5852
1383,-4959808.000,111294.195,3522751.250,-705.000,2177.539,767.500,5310.000,-575.008,8702.750,0.788527,0.415201,-0.453688,2,0.7329
1384,-4960513.000,113471.734,3523518.750,6015.000,-2752.547,7935.250,4672.500,-450.008,8385.250,0.758139,0.519153,-0.394595,2,0.7669
1385,-4954498.000,110719.188,3531454.000,-1342.500,2302.539,450.000,3650.000,-897.516,8512.500,0.801557,0.523727,-0.288473,2,0.7438
1386,-4955840.500,113021.727,3531904.000,4992.500,-3200.055,8062.500,4095.000,-1022.516,9342.500,0.807782,0.508359,-0.298428,2,0.7988
1387,-5010049.000,110591.688,3476223.000,-385.000,1215.016,382.500,2560.000,1022.516,4800.000,0.770425,0.400324,-0.496172,2,0.2105
1388,-5010434.000,111806.703,3476605.500,2945.000,-192.500,4417.500,1985.000,1025.016,4672.500,0.668376,0.614722,-0.418796,16,0.2420
1389,-5007489.000,111614.203,3481023.000,-960.000,1217.516,255.000,2815.000,767.508,4480.250,0.627742,0.599071,-0.497045,16,0.2497
1390,-5008449.000,112831.719,3481278.000,3775.000,-450.008,4225.250,2560.000,702.516,4992.750,0.506141,0.779435,-0.369193,16,0.3071
1391,-5004674.000,112381.711,3485503.250,-1215.000,1152.523,767.500,4607.500,192.508,3262.500,0.361164,0.749871,-0.554305,16,0.2981
1392,-5005889.000,113534.234,3486270.750,5822.500,-960.016,2495.000,5440.000,65.000,3327.500,0.384285,0.664194,-0.641226,16,0.2603
1393,-5000066.500,112574.219,3488765.750,-382.500,1025.016,832.500,5570.500,-382.508,1217.500,0.203156,0.661860,-0.721574,16,0.2298
1394,-5000449.000,113599.234,3489598.250,5953.000,-1407.523,385.000,5440.500,-447.508,767.500,0.160805,0.438207,-0.884374,2,0.1683
1395,-4994496.000,112191.711,3489983.250,-512.500,960.016,382.500,2750.000,-705.008,5247.500,0.771231,0.543651,-0.331130,2,0.2051
1396,-4995008.500,113151.727,3490365.750,3262.500,-1665.023,4865.000,2302.500,-577.508,5120.000,0.699590,0.673517,-0.238641,16,0.2435
1397,-4991746.000,111486.703,3495230.750,-960.000,1087.516,255.000,705.000,-895.016,5825.250,0.750880,0.660354,0.010584,16,0.2605
1398,-4992706.000,112574.219,3495485.750,1665.000,-1982.531,5570.250,577.500,-960.016,6530.250,0.703831,0.709124,0.042006,16,0.3218
1399,-4991041.000,110591.688,3501056.000,-1087.500,1022.516,960.000,4735.000,-192.500,3647.500,0.374523,0.814433,-0.443205,16,0.3115
1400,-4992128.500,111614.203,3502016.000,5822.500,-1215.016,2687.500,5440.000,-127.500,3582.500,0.424043,0.659741,-0.620427,16,0.2818
1401,-4986306.000,110399.188,3504703.500,-382.500,1087.516,895.000,5505.000,447.500,1855.000,0.190143,0.662868,-0.724190,16,0.2534
1402,-4986688.500,111486.703,3505598.500,5887.500,-640.016,960.000,5440.000,385.000,1407.500,0.191420,0.461705,-0.866133,16,0.1978
1403,-4980801.000,110846.688,3506558.500,-447.500,1025.016,447.500,3135.000,1215.023,5185.000,0.669776,0.522683,-0.527449,16,0.2123
1404,-4981248.500,111871.703,3507006.000,3582.500,190.008,4737.500,2622.500,1150.023,5120.000,0.542037,0.716794,-0.438637,16,0.2461
1405,-4977666.000,112061.711,3511743.500,-960.000,960.016,382.500,3905.000,1217.516,4160.250,0.431863,0.671687,-0.601939,16,0.2435
1406,-4978626.000,113021.727,3512126.000,4865.000,257.500,3777.750,3967.500,1217.516,4927.750,0.309431,0.834790,-0.455388,16,0.3208
1407,-4973761.000,113279.227,3515903.750,-897.500,960.016,1150.000,5887.500,382.508,3967.500,0.271450,0.832441,-0.483070,16,0.3699
1408,-4974658.500,114239.242,3517053.750,6785.000,-577.508,2817.500,6465.000,382.508,4097.500,0.287188,0.799379,-0.527747,16,0.3574
1409,-4967873.500,113661.734,3519871.250,-320.000,960.016,1280.000,7360.500,-190.000,3647.500,0.282908,0.799926,-0.529227,16,0.3945
1410,-4968193.500,114621.750,3521151.250,7680.500,-1150.016,2367.500,7040.500,-190.008,3135.000,0.302350,0.710012,-0.635978,16,0.3110
1411,-4960513.000,113471.734,3523518.750,-640.000,960.008,767.500,4672.500,-450.008,8385.250,0.647225,0.690199,-0.323612,16,0.3866
1412,-4961153.000,114431.742,3524286.250,5312.500,-1410.016,7617.750,3967.500,-385.000,8127.750,0.535955,0.814248,-0.223053,16,0.4742
1413,-4955840.500,113021.727,3531904.000,-1345.000,1025.016,510.000,4095.000,-1022.516,9342.500,0.560403,0.813276,-0.156624,16,0.5370
1414,-4957185.500,114046.742,3532414.000,5440.000,-2047.531,8832.500,4480.000,-1152.523,10177.500,0.552976,0.819471,-0.150614,16,0.5745
1415,-4651073.500,86013.812,4123328.000,-7552.500,0.000,1342.500,5120.000,65.000,-7490.250,0.001756,0.999950,0.009878,0,1.4811
1416,-4658626.000,86013.812,4124670.500,12672.500,65.000,-8832.750,2560.000,65.000,-8000.250,0.000687,0.999965,0.008344,0,2.3477
1417,-4645953.500,86078.812,4115837.750,-10112.500,0.000,832.500,2945.000,320.008,-7870.000,0.003451,0.999115,0.041917,0,2.3008
1418,-4656066.000,86078.812,4116670.250,13057.500,320.008,-8702.500,960.000,320.008,-8255.000,0.001439,0.999242,0.038903,0,2.9656
1419,-4643008.500,86398.820,4107967.750,-12097.500,0.000,447.500,-512.500,705.008,-8000.250,0.003240,0.996153,0.087577,0,2.9024
1420,-4655106.000,86398.820,4108415.250,11585.000,705.008,-8447.750,-1727.500,705.008,-8320.250,0.000807,0.996443,0.084265,0,3.3194
1421,-4643521.000,87103.828,4099967.500,-13312.500,0.000,127.500,-2112.500,510.008,-6400.000,0.000758,0.996859,0.079188,0,2.5552
1422,-4656833.500,87103.828,4100095.000,11200.000,510.008,-6527.500,-2560.000,575.008,-6592.500,0.004304,0.996352,0.085232,0,2.7084
1423,-4658626.000,86013.812,4124670.500,-8190.000,0.000,1727.500,2560.000,65.000,-8000.250,0.001838,0.999960,0.008712,0,1.8210
1424,-4666816.000,86013.812,4126398.000,10750.000,65.000,-9727.750,767.500,65.000,-8510.250,0.000942,0.999970,0.007723,0,2.5040
1425,-4656066.000,86078.812,4116670.250,-9982.500,0.000,1217.500,960.000,320.008,-8255.000,0.004792,0.999216,0.039292,0,2.4229
1426,-4666048.500,86078.812,4117887.750,10942.500,320.008,-9472.500,-512.500,385.008,-8832.500,0.008076,0.999039,0.043079,0,3.0280
1427,-4655106.000,86398.820,4108415.250,-11455.000,65.000,640.000,-1727.500,705.008,-8320.250,0.010254,0.996554,0.082313,0,2.8833
1428,-4666561.000,86463.820,4109055.250,9727.500,640.008,-8960.250,-2432.500,895.016,-9025.250,0.020377,0.995437,0.093223,0,3.2810
1429,-4656833.500,87103.828,4100095.000,-12160.000,255.008,-65.000,-2560.000,575.008,-6592.500,0.020479,0.996666,0.078978,0,2.3921
1430,-4668993.500,87358.836,4100030.000,9600.000,320.000,-6527.500,-2815.500,640.008,-7102.500,0.021928,0.996465,0.081099,0,2.5889
1431,-4638273.500,98494.000,4115327.750,-3712.500,385.008,-2817.500,1985.500,-127.500,6270.250,0.115406,0.993184,-0.016348,0,0.5306
1432,-4641986.000,98879.008,4112510.250,5698.000,-512.508,9087.750,-767.500,-127.500,7680.000,0.054647,0.998263,0.022034,0,1.5147
1433,-4636288.000,98366.500,4121598.000,-6465.500,385.008,-1407.750,1662.500,385.008,7745.000,0.073465,0.995162,-0.065240,0,1.4295
1434,-4642753.500,98751.508,4120190.250,8128.000,0.000,9152.750,512.500,127.500,7872.750,0.019673,0.999654,-0.017470,0,1.7679
1435,-4634625.500,98751.508,4129343.000,-7615.500,127.500,-1280.000,2880.000,767.508,6527.500,0.039045,0.990258,-0.133662,0,1.3851
1436,-4642241.000,98879.008,4128063.000,10495.500,640.008,7807.500,2495.000,702.508,7807.500,0.007779,0.995721,-0.092079,0,1.8696
1437,-4631745.500,99519.016,4135870.500,-8000.500,62.500,0.000,3072.500,192.508,4607.750,0.007803,0.998868,-0.046935,0,1.0999
1438,-4639746.000,99581.516,4135870.500,11073.000,130.008,4607.750,3073.000,192.508,6335.250,0.001132,0.999521,-0.030921,0,1.6694
1439,-4641986.000,98879.008,4112510.250,-3775.000,-960.016,-702.500,-767.500,-127.500,7680.000,-0.244989,0.969490,-0.008388,0,0.9078
1440,-4645761.000,97918.992,4111807.750,3007.500,832.516,8382.500,-4160.000,1472.523,7615.000,0.102423,0.985588,-0.134632,0,1.7470
1441,-4642753.500,98751.508,4120190.250,-7167.500,640.008,-767.500,512.500,127.500,7872.750,0.091261,0.995582,-0.022064,0,1.6774
1442,-4649921.000,99391.516,4119422.750,7680.000,-512.508,8640.250,-640.000,0.000,7680.250,0.060899,0.998131,0.005075,0,1.9263
1443,-4642241.000,98879.008,4128063.000,-8320.000,512.508,-960.000,2495.000,702.508,7807.500,0.074054,0.990852,-0.112820,0,1.8817
1444,-4650561.000,99391.516,4127103.000,10815.000,190.000,8767.500,1855.000,447.508,8832.500,0.028272,0.998002,-0.056503,0,2.3669
1445,-4639746.000,99581.516,4135870.500,-8960.000,257.508,65.000,3073.000,192.508,6335.250,0.028380,0.998623,-0.044111,0,1.7000
1446,-4648706.000,99839.023,4135935.500,12033.000,-65.000,6270.250,2687.500,382.508,9790.250,0.030014,0.998432,-0.047248,0,3.0134
1447,-4645761.000,97918.992,4111807.750,-10112.500,2495.039,3262.500,-4160.000,1472.523,7615.000,0.217858,0.973521,-0.069238,0,1.9419
1448,-4655873.500,100414.031,4115070.250,5952.500,-1022.516,4352.500,-2302.500,65.000,4545.000,0.131635,0.989905,0.052529,0,1.1162
1449,-4649921.000,99391.516,4119422.750,-8255.000,1087.516,192.500,-640.000,0.000,7680.250,0.130854,0.991342,0.010904,0,1.9023
1450,-4658176.000,100479.031,4119615.250,7615.000,-1087.516,7487.750,-1857.500,-192.500,6782.750,0.090033,0.994534,0.052882,0,1.9646
1451,-4650561.000,99391.516,4127103.000,-9472.500,895.016,-705.000,1855.000,447.508,8832.500,0.099072,0.992537,-0.071095,0,2.4729
1452,-4660033.500,100286.531,4126398.000,11327.500,-447.508,9537.500,767.500,-65.000,8960.000,0.035971,0.999344,0.004169,0,2.8085
1453,-4648706.000,99839.023,4135935.500,-10560.000,382.508,-577.500,2687.500,382.508,9790.250,0.038866,0.998010,-0.049662,0,3.0409
1454,-4659266.000,100221.531,4135358.000,13247.500,0.000,10367.750,1537.500,385.000,9792.750,0.035022,0.998384,-0.044750,0,3.3967
1455,-4646018.500,100221.531,4145725.750,-11710.000,385.000,-575.000,-4160.000,705.008,8512.750,0.035979,0.997236,-0.065007,0,3.0505
1456,-4657728.500,100606.531,4145150.750,7550.000,320.008,9087.750,62.500,832.516,8767.750,0.072013,0.992889,-0.094790,0,1.9699
1457,-4650178.500,100926.539,4154238.500,-7487.500,512.508,-320.000,-2557.500,320.008,4800.000,0.069511,0.997147,-0.029442,0,1.0986
1458,-4657666.000,101439.047,4153918.500,4930.000,-192.500,5120.000,-127.500,255.008,6465.000,0.078110,0.996230,-0.037755,0,0.9730
1459,-4655873.500,100414.031,4115070.250,-6912.500,-127.500,-1022.500,-2302.500,65.000,4545.000,-0.015186,0.999643,-0.021989,0,1.0068
1460,-4662786.000,100286.531,4114047.750,4610.000,192.500,5567.500,-3582.500,192.500,3135.000,0.013597,0.998858,-0.045795,0,1.0263
1461,-4658176.000,100479.031,4119615.250,-8192.500,0.000,-2432.500,-1857.500,-192.500,6782.750,-0.007790,0.999625,0.026237,0,1.7914
1462,-4666368.500,100479.031,4117182.750,6335.000,-192.500,9215.250,-5698.000,-320.000,5887.750,-0.020199,0.999192,0.034758,0,2.6786
1463,-4660033.500,100286.531,4126398.000,-12033.000,-127.500,-3327.500,767.500,-65.000,8960.000,-0.012906,0.999882,0.008359,0,3.1374
1464,-4672066.500,100159.031,4123070.500,12800.500,62.500,12287.500,1537.500,255.000,11585.000,0.018610,0.999527,-0.024471,0,3.8583
1465,-4659266.000,100221.531,4135358.000,-11263.000,192.500,-702.500,1537.500,385.000,9792.750,0.019715,0.998908,-0.042367,0,3.2584
1466,-4670529.000,100414.031,4134655.500,12800.500,192.500,10495.250,1088.000,0.000,9535.250,-0.016588,0.999861,0.001893,0,3.2977
1467,-4657728.500,100606.531,4145150.750,-11712.500,-192.500,-960.000,62.500,832.516,8767.750,-0.008619,0.995491,-0.094462,0,3.0725
1468,-4669441.000,100414.031,4144190.750,11775.000,1025.016,9727.750,1600.000,832.516,9345.250,-0.015611,0.996167,-0.086070,0,2.8264
1469,-4657666.000,101439.047,4153918.500,-10175.000,-192.500,-382.500,-127.500,255.008,6465.000,-0.017407,0.999058,-0.039751,0,1.9637
1470,-4667841.000,101246.547,4153536.000,10047.500,447.508,6847.500,1407.500,640.008,9150.000,0.003488,0.997519,-0.070309,0,2.4587
1471,-4695104.000,99966.523,4138238.250,4222.500,-832.508,-7680.250,13567.500,255.008,4480.000,0.014312,0.994887,-0.099973,0,3.6881
1472,-4690881.500,99134.016,4130558.000,9345.000,1087.516,12160.250,9600.000,832.508,3647.500,-0.074246,0.996724,-0.032082,0,2.4713
1473,-4681536.500,100221.531,4142718.250,255.000,-255.008,-8512.750,12095.500,192.500,1472.500,-0.012217,0.999466,-0.030306,0,3.0815
1474,-4681281.500,99966.523,4134205.500,11840.500,447.508,9985.250,10752.500,447.508,450.000,-0.041782,0.999115,0.004767,0,3.0437
1475,-4690881.500,99134.016,4130558.000,3072.500,-255.008,-4222.500,9600.000,832.508,3647.500,-0.049667,0.994124,-0.096178,0,1.5512
1476,-4687809.000,98879.008,4126335.500,6527.500,1087.516,7870.000,5887.500,832.516,-1345.000,-0.143883,0.989442,-0.017387,0,1.6601
1477,-4681281.500,99966.523,4134205.500,-640.000,-255.000,-9215.000,10752.500,447.508,450.000,-0.040533,0.998870,-0.024826,0,2.9477
1478,-4681921.500,99711.523,4124990.500,11392.500,702.508,9665.000,9855.000,447.508,-1920.000,-0.048382,0.998708,-0.015562,0,3.4950
1479,-4658946.000,83198.766,4016253.750,-7487.500,-512.508,-382.500,1345.000,-320.000,5760.000,-0.071773,0.994817,0.072027,0,1.2766
1480,-4666433.500,82686.258,4015871.250,8832.500,192.508,6142.500,1537.500,-62.500,6080.000,-0.035093,0.999201,0.019146,0,1.3200
1481,-4657601.000,82878.766,4022013.750,-7295.000,-255.008,-62.500,2560.000,-640.008,7680.250,-0.035589,0.994863,0.094766,0,1.6736
1482,-4664896.000,82623.758,4021951.250,9855.000,-385.000,7742.750,2047.500,-320.000,7935.250,0.009254,0.999238,0.037908,0,1.8595
1483,-4655041.000,82238.758,4029694.000,-7807.500,65.000,192.500,3775.000,-255.008,8385.000,0.008972,0.999612,0.026361,0,1.9735
1484,-4662848.500,82303.758,4029886.500,11582.500,-320.008,8192.500,2240.000,-65.000,8385.000,0.027295,0.999627,0.000457,0,2.3483
1485,-4651266.000,81983.750,4038079.000,-9342.500,255.008,192.500,3392.500,127.500,8575.250,0.026753,0.999318,-0.025442,0,2.4087
1486,-4660608.500,82238.758,4038271.500,12735.000,-127.508,8382.750,1727.500,385.000,8447.750,0.046116,0.997427,-0.054887,0,2.7818
1487,-4666433.500,82686.258,4015871.250,-7360.500,-447.500,255.000,1537.500,-62.500,6080.000,-0.059790,0.997888,0.025377,0,1.3482
1488,-4673794.000,82238.758,4016126.250,8898.000,385.000,5825.000,960.000,255.000,6017.750,-0.017323,0.999067,-0.039572,0,1.4305
1489,-4664896.000,82623.758,4021951.250,-7938.000,-130.000,192.750,2047.500,-320.000,7935.250,-0.015285,0.998905,0.044226,0,1.8911
1490,-4672834.000,82493.758,4022144.000,9985.500,-190.000,7742.500,832.500,-62.500,7807.500,0.013974,0.999881,0.006514,0,2.1316
1491,-4662848.500,82303.758,4029886.500,-9153.000,127.500,65.000,2240.000,-65.000,8385.000,0.013957,0.999894,0.004023,0,2.2918
1492,-4672001.500,82431.258,4029951.500,11393.000,-192.500,8320.000,447.500,127.500,8190.000,0.029423,0.999420,-0.017166,0,2.6714
1493,-4660608.500,82238.758,4038271.500,-10945.500,320.000,-130.000,1727.500,385.000,8447.750,0.029797,0.998224,-0.051586,0,2.7539
1494,-4671554.000,82558.758,4038141.500,12673.000,65.000,8577.750,257.500,320.008,8257.750,0.021534,0.998992,-0.039385,0,3.0561
1495,-4673794.000,82238.758,4016126.250,-7040.000,-320.008,1345.000,960.000,255.000,6017.750,-0.051867,0.998074,-0.034019,0,1.3036
1496,-4680834.000,81918.750,4017471.250,8000.000,575.008,4672.750,-702.500,575.008,5182.750,-0.006513,0.993784,-0.111140,0,1.3418
1497,-4672834.000,82493.758,4022144.000,-8702.500,0.000,510.000,832.500,-62.500,7807.500,0.000466,0.999968,0.007955,0,2.0376
1498,-4681536.500,82493.758,4022654.000,9535.000,-62.500,7297.500,-1345.000,192.500,6977.500,0.024099,0.999447,-0.022928,0,2.2765
1499,-4672001.500,82431.258,4029951.500,-10880.000,255.000,-320.000,447.500,127.500,8190.000,0.023924,0.999571,-0.016868,0,2.6525
1500,-4682881.500,82686.258,4029631.500,11327.500,-127.500,8510.000,-1407.500,65.008,7870.000,0.015391,0.999866,-0.005506,0,3.0142
1501,-4671554.000,82558.758,4038141.500,-12735.000,192.508,-640.000,257.500,320.008,8257.750,0.017075,0.999084,-0.039249,0,3.1320
